invoice_no,customer_id,gender,age,category,price,payment_method,invoice_date,shopping_mall,Clothing,Shoes,Books,Cosmetics,Food & Beverage,Toys,Souvenir,Technology
I278283,C299038,Female,59,Clothing,30,Debit Card,4/1/2022,Kanyon,1,0,0,0,0,0,0,0
I286656,C335089,Female,19,Cosmetics,35,Debit Card,16/01/2023,Mall of Istanbul,0,0,0,1,0,0,0,0
I209629,C170853,Male,64,Clothing,30,Cash,20/11/2022,Metrocity,1,0,0,0,0,0,0,0
I304944,C234683,Female,46,Clothing,30,Credit Card,15/07/2022,Kanyon,1,0,0,0,0,0,0,0
I232017,C330151,Female,67,Clothing,30,Credit Card,3/11/2022,Istinye Park,1,0,0,0,1,0,0,0
I240299,C898848,Male,44,Food & Beverage,20,Credit Card,17/07/2022,Metrocity,0,0,0,0,0,0,0,0
I316611,C225135,Male,69,Clothing,30,Credit Card,4/8/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I179171,C257799,Male,47,Food & Beverage,20,Cash,4/6/2021,Metropol AVM,0,0,0,0,0,0,0,0
I604905,C221921,Female,65,Shoes,60,Credit Card,4/9/2022,Metrocity,0,1,0,0,0,0,0,0
I895371,C319249,Female,29,Toys,25,Cash,28/11/2022,Kanyon,0,0,0,0,0,1,0,0
I214331,C157328,Female,49,Clothing,30,Credit Card,7/7/2021,Metrocity,1,0,0,0,0,0,0,0
I329781,C145169,Male,52,Shoes,60,Debit Card,17/04/2021,Metropol AVM,0,1,0,0,0,0,0,0
I382367,C188572,Female,49,Toys,25,Credit Card,17/07/2022,Kanyon,0,0,0,0,0,1,0,0
I938973,C280712,Male,64,Clothing,30,Cash,1/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I103382,C178576,Female,48,Clothing,30,Cash,4/5/2021,Metrocity,1,0,0,0,0,0,0,0
I227463,C111646,Female,31,Cosmetics,35,Cash,10/6/2022,Metropol AVM,0,0,0,1,0,0,0,0
I161871,C194311,Male,42,Clothing,30,Cash,10/2/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I701568,C184782,Female,22,Souvenir,27,Debit Card,24/04/2022,Emaar Square Mall,0,0,0,0,0,0,1,0
I299894,C104800,Male,41,Cosmetics,35,Debit Card,27/06/2021,Zorlu Center,0,0,0,1,0,0,0,0
I177292,C702086,Male,69,Clothing,30,Debit Card,22/01/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I516452,C326496,Male,18,Cosmetics,35,Debit Card,23/10/2022,Metrocity,0,0,0,1,1,0,0,0
I193684,C220689,Female,18,Food & Beverage,20,Debit Card,12/5/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I182495,C256829,Female,23,Shoes,60,Debit Card,23/04/2022,Emaar Square Mall,0,1,0,0,0,0,0,0
I101152,C276049,Male,30,Clothing,30,Cash,12/11/2021,Kanyon,1,0,0,0,0,0,0,0
I258827,C203551,Male,58,Technology,50,Cash,28/12/2022,Metrocity,0,0,0,0,0,0,0,1
I191633,C241196,Female,32,Toys,25,Cash,22/05/2022,Kanyon,0,0,0,0,0,1,0,0
I326812,C337573,Female,18,Cosmetics,35,Credit Card,24/10/2021,Forum Istanbul,0,0,0,1,0,0,0,0
I122009,C825403,Male,31,Books,15,Debit Card,18/03/2021,Kanyon,0,0,0,0,0,0,0,0
I195226,C188218,Female,57,Clothing,30,Credit Card,24/08/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I181683,C249617,Female,35,Shoes,60,Debit Card,17/08/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I132843,C289934,Female,63,Cosmetics,35,Cash,7/6/2021,Forum Istanbul,0,0,0,1,0,0,0,0
I629119,C170583,Female,39,Clothing,30,Cash,14/05/2021,Metropol AVM,1,0,0,0,0,0,0,0
I173337,C295485,Female,34,Clothing,30,Debit Card,24/08/2021,Mall of Istanbul,1,0,1,0,0,0,0,0
I467163,C198004,Female,30,Toys,25,Cash,14/07/2021,Kanyon,0,0,0,0,0,1,0,0
I283037,C174010,Male,66,Books,15,Debit Card,21/05/2021,Forum Istanbul,0,0,0,0,0,0,0,0
I219272,C508692,Female,60,Clothing,30,Credit Card,30/10/2022,Metrocity,1,0,0,0,1,0,0,0
I215094,C300779,Male,52,Food & Beverage,20,Debit Card,16/01/2023,Metrocity,0,0,0,0,1,0,0,0
I156131,C397510,Female,18,Food & Beverage,20,Credit Card,10/11/2022,Metrocity,0,0,0,0,0,0,0,0
I162614,C813653,Male,24,Shoes,60,Debit Card,22/03/2021,Zorlu Center,0,1,0,0,0,0,0,0
I221816,C239200,Female,60,Technology,50,Debit Card,28/12/2022,Metrocity,0,0,1,0,0,0,0,1
I301455,C138219,Female,18,Cosmetics,35,Cash,14/10/2022,Cevahir AVM,0,0,0,1,0,0,0,0
I333684,C238297,Male,66,Toys,25,Credit Card,21/07/2021,Zorlu Center,0,0,0,0,0,1,0,0
I155691,C119916,Female,63,Toys,25,Debit Card,26/11/2021,Metropol AVM,0,0,0,0,0,1,0,0
I229172,C105780,Male,32,Clothing,30,Cash,14/06/2022,Istinye Park,1,0,0,0,0,0,0,0
I182240,C854603,Male,61,Clothing,30,Cash,24/03/2022,Zorlu Center,1,0,0,0,0,0,0,0
I281916,C253733,Male,41,Shoes,60,Cash,2/4/2022,Metrocity,0,1,0,0,0,0,0,0
I285618,C271492,Male,59,Clothing,30,Cash,13/01/2021,Kanyon,1,0,0,0,0,0,0,0
I379956,C327199,Male,61,Clothing,30,Credit Card,22/03/2021,Kanyon,1,0,0,0,0,0,0,0
I893857,C125881,Male,20,Clothing,30,Cash,2/9/2022,Istinye Park,1,0,0,0,0,0,0,0
I320334,C112860,Male,42,Cosmetics,35,Debit Card,31/03/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I124614,C129025,Female,26,Clothing,30,Cash,29/08/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I146509,C766947,Male,55,Cosmetics,35,Credit Card,12/1/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I205100,C619492,Male,47,Clothing,30,Credit Card,8/10/2022,Metrocity,1,0,0,0,0,0,0,0
I114943,C534897,Female,68,Books,15,Cash,1/5/2022,Metrocity,0,0,0,0,0,0,0,0
I174781,C601719,Male,61,Cosmetics,35,Cash,19/12/2022,Kanyon,0,0,0,1,0,0,0,0
I871521,C282616,Male,18,Shoes,60,Cash,15/06/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I281848,C275423,Female,37,Cosmetics,35,Cash,30/09/2022,Istinye Park,0,0,0,1,1,0,0,0
I105642,C194681,Female,66,Food & Beverage,20,Cash,26/05/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I713117,C967744,Female,20,Shoes,60,Cash,30/08/2022,Kanyon,0,1,1,0,0,0,0,0
I158977,C722181,Female,43,Books,15,Cash,24/06/2022,Metropol AVM,0,0,0,0,0,0,0,0
I294793,C258816,Male,62,Cosmetics,35,Debit Card,6/9/2022,Kanyon,0,0,0,1,0,0,0,0
I339024,C764189,Female,54,Clothing,30,Credit Card,24/06/2021,Viaport Outlet,1,0,0,0,0,0,0,0
I183304,C330674,Female,30,Clothing,30,Credit Card,22/01/2023,Metrocity,1,0,0,0,0,0,0,0
I173875,C730353,Female,25,Toys,25,Credit Card,16/08/2021,Mall of Istanbul,0,0,0,0,1,1,0,0
I136997,C999000,Female,24,Food & Beverage,20,Cash,3/1/2021,Viaport Outlet,0,0,1,0,0,0,0,0
I329147,C375545,Female,56,Clothing,30,Credit Card,10/10/2022,Metrocity,1,0,0,0,0,0,0,0
I285089,C223235,Female,61,Shoes,60,Credit Card,28/04/2021,Viaport Outlet,0,1,0,0,0,0,0,0
I127988,C671764,Male,25,Books,15,Debit Card,19/06/2021,Istinye Park,0,0,0,0,0,0,0,0
I309920,C366817,Male,43,Clothing,30,Cash,28/06/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I121437,C331554,Female,30,Clothing,30,Credit Card,11/11/2022,Istinye Park,1,0,0,0,0,0,0,0
I327088,C855626,Female,32,Clothing,30,Credit Card,6/5/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I260807,C250159,Female,45,Clothing,30,Credit Card,4/2/2023,Zorlu Center,1,0,0,0,0,0,0,0
I450963,C186710,Male,62,Clothing,30,Cash,24/06/2021,Mall of Istanbul,1,0,1,0,0,0,0,0
I333921,C288418,Male,22,Toys,25,Cash,17/02/2021,Kanyon,0,0,0,0,0,1,0,0
I141384,C551340,Female,46,Technology,50,Cash,25/08/2022,Kanyon,0,0,0,0,1,0,0,1
I139491,C261368,Male,54,Food & Beverage,20,Credit Card,7/5/2021,Metrocity,0,0,0,0,0,0,0,0
I220586,C334490,Male,43,Cosmetics,35,Debit Card,14/03/2021,Metrocity,0,0,0,1,0,0,0,0
I235009,C884426,Female,51,Cosmetics,35,Cash,26/04/2022,Cevahir AVM,0,0,0,1,1,0,0,0
I236473,C263782,Female,30,Food & Beverage,20,Cash,15/10/2021,Cevahir AVM,0,0,0,0,1,0,0,0
I139747,C198818,Female,26,Food & Beverage,20,Credit Card,13/10/2022,Kanyon,0,0,0,0,0,0,0,0
I139823,C262377,Female,36,Technology,50,Credit Card,28/04/2021,Kanyon,0,0,0,0,0,0,0,1
I334774,C213864,Male,38,Clothing,30,Debit Card,5/12/2022,Zorlu Center,1,0,0,0,0,0,0,0
I909187,C389908,Female,28,Books,15,Debit Card,25/09/2022,Istinye Park,0,0,0,0,0,0,0,0
I289040,C230701,Female,23,Books,15,Debit Card,23/11/2021,Istinye Park,0,0,0,0,0,0,0,0
I687305,C162539,Female,51,Clothing,30,Cash,13/02/2022,Istinye Park,1,0,0,0,0,0,0,0
I282572,C254212,Female,26,Clothing,30,Credit Card,3/12/2022,Metropol AVM,1,0,0,0,0,0,0,0
I234915,C757369,Male,58,Clothing,30,Debit Card,9/4/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I746340,C143536,Female,25,Food & Beverage,20,Cash,11/8/2021,Kanyon,0,0,1,0,0,0,0,0
I225753,C132636,Female,43,Shoes,60,Credit Card,7/4/2022,Emaar Square Mall,0,1,1,0,0,0,0,0
I134817,C230747,Male,21,Clothing,30,Cash,23/01/2021,Kanyon,1,0,0,0,0,0,0,0
I183740,C196211,Female,42,Souvenir,27,Credit Card,10/5/2021,Mall of Istanbul,0,0,0,0,0,0,1,0
I192701,C254758,Female,18,Clothing,30,Credit Card,31/08/2022,Emaar Square Mall,1,0,0,0,1,0,0,0
I180843,C267691,Male,32,Food & Beverage,20,Debit Card,27/06/2022,Emaar Square Mall,0,0,0,0,0,0,0,0
I117765,C205930,Male,59,Toys,25,Debit Card,22/03/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I111460,C245823,Female,33,Toys,25,Cash,23/11/2022,Metrocity,0,0,0,0,0,1,0,0
I329481,C324329,Female,44,Cosmetics,35,Credit Card,20/12/2022,Istinye Park,0,0,0,1,0,0,0,0
I270112,C277177,Male,48,Cosmetics,35,Credit Card,12/1/2022,Metropol AVM,0,0,0,1,0,0,0,0
I252070,C921524,Male,32,Cosmetics,35,Credit Card,12/6/2022,Zorlu Center,0,0,0,1,0,0,0,0
I112826,C187778,Male,58,Books,15,Debit Card,12/11/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I877397,C272756,Male,25,Shoes,60,Cash,9/10/2022,Kanyon,0,1,0,0,0,0,0,0
I742423,C167718,Male,24,Clothing,30,Cash,29/06/2022,Kanyon,1,0,0,0,0,0,0,0
I323577,C155648,Female,42,Clothing,30,Credit Card,6/2/2022,Kanyon,1,0,0,0,0,0,0,0
I272403,C316856,Male,44,Clothing,30,Cash,8/6/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I279124,C220262,Female,65,Clothing,30,Cash,24/03/2022,Istinye Park,1,0,1,0,0,0,0,0
I140651,C323981,Female,68,Clothing,30,Cash,3/1/2021,Metropol AVM,1,0,0,0,0,0,0,0
I286200,C201284,Male,44,Shoes,60,Cash,31/07/2021,Zorlu Center,0,1,0,0,0,0,0,0
I450781,C889376,Female,46,Clothing,30,Cash,10/3/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I290014,C189714,Male,29,Clothing,30,Debit Card,15/11/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I171193,C808936,Male,62,Books,15,Cash,26/02/2022,Zorlu Center,0,0,0,0,0,0,0,0
I296059,C293126,Female,25,Toys,25,Cash,30/01/2023,Viaport Outlet,0,0,0,0,0,1,0,0
I125368,C630501,Female,26,Cosmetics,35,Debit Card,22/02/2023,Mall of Istanbul,0,0,0,1,0,0,0,0
I222290,C260909,Male,54,Clothing,30,Cash,27/10/2022,Metrocity,1,0,0,0,0,0,0,0
I314617,C310316,Female,37,Cosmetics,35,Cash,13/03/2021,Emaar Square Mall,0,0,0,1,0,0,0,0
I293954,C168091,Female,40,Clothing,30,Credit Card,31/12/2022,Kanyon,1,0,1,0,1,0,0,0
I240970,C586610,Male,24,Food & Beverage,20,Debit Card,14/04/2022,Zorlu Center,0,0,0,0,0,0,0,0
I249025,C272315,Male,58,Books,15,Cash,6/4/2022,Kanyon,0,0,0,0,1,0,0,0
I230075,C217879,Female,29,Food & Beverage,20,Cash,18/03/2021,Istinye Park,0,0,0,0,0,0,0,0
I109432,C197067,Female,29,Clothing,30,Debit Card,19/11/2021,Viaport Outlet,1,0,0,0,0,0,0,0
I217840,C356121,Female,52,Shoes,60,Debit Card,16/02/2022,Viaport Outlet,0,1,0,0,0,0,0,0
I329083,C194754,Female,25,Cosmetics,35,Debit Card,16/02/2023,Kanyon,0,0,0,1,0,0,0,0
I150306,C232655,Male,65,Cosmetics,35,Debit Card,29/09/2021,Metropol AVM,0,0,1,1,0,0,0,0
I838650,C188700,Female,54,Shoes,60,Credit Card,23/12/2022,Cevahir AVM,0,1,0,0,1,0,0,0
I236128,C147380,Female,54,Food & Beverage,20,Credit Card,12/12/2022,Metropol AVM,0,0,0,0,0,0,0,0
I414748,C270649,Female,28,Toys,25,Credit Card,23/02/2023,Metropol AVM,0,0,0,0,0,1,0,0
I264690,C284233,Female,69,Clothing,30,Cash,9/6/2022,Metrocity,1,0,0,0,0,0,0,0
I134195,C312025,Female,50,Technology,50,Cash,2/1/2023,Mall of Istanbul,0,0,0,0,1,0,0,1
I139696,C288010,Female,48,Food & Beverage,20,Cash,12/12/2022,Kanyon,0,0,0,0,0,0,0,0
I187393,C570244,Female,29,Clothing,30,Debit Card,24/08/2022,Metrocity,1,0,0,0,0,0,0,0
I236741,C226870,Male,26,Clothing,30,Cash,31/05/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I251982,C286480,Male,54,Shoes,60,Credit Card,13/11/2022,Kanyon,0,1,0,0,0,0,0,0
I167547,C786171,Male,37,Clothing,30,Debit Card,5/2/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I168251,C141536,Female,67,Cosmetics,35,Cash,19/07/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I192041,C328695,Male,63,Clothing,30,Credit Card,14/07/2021,Metrocity,1,0,0,0,0,0,0,0
I155847,C603796,Male,19,Shoes,60,Credit Card,1/1/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I133545,C931477,Female,67,Shoes,60,Cash,17/02/2022,Metropol AVM,0,1,0,0,0,0,0,0
I276926,C139415,Female,69,Clothing,30,Credit Card,11/12/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I123554,C273246,Female,50,Clothing,30,Debit Card,25/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I310227,C292359,Female,61,Clothing,30,Cash,6/1/2021,Istinye Park,1,0,0,0,1,0,0,0
I150515,C178562,Male,66,Food & Beverage,20,Cash,9/12/2021,Metropol AVM,0,0,0,0,1,0,0,0
I317215,C328477,Male,34,Food & Beverage,20,Cash,14/04/2021,Cevahir AVM,0,0,0,0,0,0,0,0
I115517,C326000,Male,50,Clothing,30,Cash,20/08/2022,Kanyon,1,0,0,0,1,0,0,0
I253999,C746320,Male,58,Food & Beverage,20,Credit Card,27/05/2021,Kanyon,0,0,0,0,0,0,0,0
I151222,C711400,Male,32,Clothing,30,Cash,22/02/2021,Metrocity,1,0,0,0,0,0,0,0
I317199,C281041,Male,40,Shoes,60,Credit Card,20/10/2021,Kanyon,0,1,0,0,1,0,0,0
I202780,C127363,Female,22,Food & Beverage,20,Debit Card,26/09/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I163948,C409283,Male,36,Shoes,60,Debit Card,2/1/2022,Metropol AVM,0,1,0,0,0,0,0,0
I128975,C148819,Female,34,Cosmetics,35,Credit Card,28/04/2022,Kanyon,0,0,0,1,0,0,0,0
I239492,C244362,Female,55,Shoes,60,Cash,13/03/2022,Zorlu Center,0,1,0,0,0,0,0,0
I347544,C293679,Female,57,Cosmetics,35,Credit Card,14/08/2021,Istinye Park,0,0,0,1,0,0,0,0
I167881,C319969,Female,36,Souvenir,27,Cash,10/6/2021,Metrocity,0,0,0,0,0,0,1,0
I288980,C260873,Female,20,Technology,50,Credit Card,29/08/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I381979,C107927,Female,53,Books,15,Debit Card,1/7/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I121803,C136970,Female,28,Technology,50,Debit Card,28/01/2021,Istinye Park,0,0,0,0,1,0,0,1
I313091,C135108,Female,42,Food & Beverage,20,Credit Card,15/03/2022,Metrocity,0,0,0,0,0,0,0,0
I910012,C330392,Female,61,Toys,25,Cash,6/1/2023,Viaport Outlet,0,0,0,0,1,1,0,0
I838107,C165592,Female,36,Food & Beverage,20,Debit Card,11/9/2022,Metropol AVM,0,0,0,0,0,0,0,0
I677693,C179667,Female,31,Cosmetics,35,Cash,27/09/2022,Metropol AVM,0,0,1,1,0,0,0,0
I275004,C143243,Female,65,Toys,25,Cash,12/9/2022,Metrocity,0,0,0,0,0,1,0,0
I275614,C172461,Female,40,Toys,25,Debit Card,20/04/2022,Metropol AVM,0,0,0,0,0,1,0,0
I226279,C281636,Female,68,Toys,25,Credit Card,19/12/2022,Forum Istanbul,0,0,0,0,0,1,0,0
I138888,C146328,Female,27,Shoes,60,Cash,25/09/2022,Cevahir AVM,0,1,0,0,0,0,0,0
I303176,C313764,Female,42,Toys,25,Credit Card,9/12/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I128927,C268860,Female,53,Technology,50,Debit Card,12/11/2021,Metrocity,0,0,0,0,0,0,0,1
I288283,C161076,Male,57,Clothing,30,Credit Card,16/01/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I100312,C280934,Male,34,Food & Beverage,20,Credit Card,29/10/2022,Emaar Square Mall,0,0,0,0,0,0,0,0
I290089,C756804,Female,23,Souvenir,27,Cash,17/07/2022,Mall of Istanbul,0,0,0,0,0,0,1,0
I601974,C331122,Male,22,Technology,50,Credit Card,23/10/2022,Metropol AVM,0,0,0,0,0,0,0,1
I245213,C253446,Female,52,Clothing,30,Debit Card,27/01/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I193971,C179811,Male,26,Souvenir,27,Cash,20/12/2022,Metrocity,0,0,0,0,0,0,1,0
I154114,C266591,Female,29,Shoes,60,Cash,1/11/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I243559,C152238,Female,31,Shoes,60,Debit Card,10/6/2021,Forum Istanbul,0,1,0,0,0,0,0,0
I196478,C281816,Male,56,Cosmetics,35,Debit Card,16/12/2021,Mall of Istanbul,0,0,0,1,1,0,0,0
I313811,C268673,Male,28,Food & Beverage,20,Credit Card,26/09/2022,Istinye Park,0,0,0,0,1,0,0,0
I215669,C148691,Female,51,Food & Beverage,20,Cash,11/9/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I228173,C202113,Male,33,Clothing,30,Credit Card,4/9/2022,Kanyon,1,0,0,0,1,0,0,0
I192819,C322763,Male,50,Food & Beverage,20,Debit Card,6/1/2021,Forum Istanbul,0,0,0,0,0,0,0,0
I194375,C686916,Female,36,Clothing,30,Cash,4/8/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I308299,C375449,Male,38,Cosmetics,35,Credit Card,12/9/2022,Metropol AVM,0,0,0,1,0,0,0,0
I654750,C299866,Female,31,Cosmetics,35,Cash,22/12/2022,Metropol AVM,0,0,0,1,1,0,0,0
I306989,C136539,Female,42,Food & Beverage,20,Credit Card,6/11/2021,Kanyon,0,0,0,0,1,0,0,0
I149862,C251927,Female,65,Food & Beverage,20,Cash,24/03/2022,Zorlu Center,0,0,0,0,1,0,0,0
I231156,C317874,Female,66,Food & Beverage,20,Debit Card,26/07/2022,Kanyon,0,0,0,0,0,0,0,0
I239495,C176334,Female,51,Clothing,30,Cash,9/8/2022,Metropol AVM,1,0,0,0,0,0,0,0
I235944,C107501,Female,42,Souvenir,27,Cash,23/04/2022,Cevahir AVM,0,0,0,0,0,0,1,0
I109457,C194341,Female,42,Clothing,30,Credit Card,13/05/2022,Metrocity,1,0,0,0,1,0,0,0
I475155,C147342,Female,36,Food & Beverage,20,Cash,20/07/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I229176,C320741,Male,18,Clothing,30,Credit Card,18/08/2022,Kanyon,1,0,0,0,0,0,0,0
I821146,C201660,Female,65,Cosmetics,35,Credit Card,18/06/2022,Metropol AVM,0,0,0,1,0,0,0,0
I329493,C282604,Female,24,Cosmetics,35,Credit Card,6/5/2022,Kanyon,0,0,0,1,0,0,0,0
I266072,C287549,Male,24,Toys,25,Cash,15/09/2021,Metropol AVM,0,0,0,0,0,1,0,0
I227931,C481041,Female,59,Cosmetics,35,Credit Card,19/05/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I138917,C760807,Female,36,Clothing,30,Cash,7/9/2022,Kanyon,1,0,0,0,0,0,0,0
I119613,C167475,Male,37,Clothing,30,Cash,9/1/2021,Metrocity,1,0,0,0,0,0,0,0
I307334,C315938,Female,52,Toys,25,Credit Card,21/11/2022,Kanyon,0,0,0,0,0,1,0,0
I186700,C827984,Male,68,Cosmetics,35,Credit Card,25/07/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I796504,C572982,Male,38,Cosmetics,35,Cash,22/05/2021,Emaar Square Mall,0,0,0,1,0,0,0,0
I108009,C262733,Female,34,Cosmetics,35,Debit Card,22/04/2021,Kanyon,0,0,0,1,0,0,0,0
I285599,C348227,Female,22,Clothing,30,Cash,20/05/2021,Kanyon,1,0,0,0,0,0,0,0
I278742,C250670,Male,63,Clothing,30,Debit Card,3/1/2021,Zorlu Center,1,0,0,0,1,0,0,0
I599432,C432705,Female,32,Food & Beverage,20,Debit Card,5/5/2022,Metrocity,0,0,0,0,0,0,0,0
I294644,C306755,Female,37,Clothing,30,Credit Card,12/10/2022,Forum Istanbul,1,0,0,0,1,0,0,0
I289886,C201776,Female,58,Food & Beverage,20,Debit Card,8/10/2022,Forum Istanbul,0,0,0,0,0,0,0,0
I302989,C318512,Male,42,Cosmetics,35,Credit Card,24/10/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I151932,C122932,Female,66,Clothing,30,Credit Card,22/01/2021,Kanyon,1,0,0,0,1,0,0,0
I218602,C235745,Male,64,Food & Beverage,20,Cash,18/02/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I705586,C396914,Female,66,Clothing,30,Debit Card,5/7/2022,Metrocity,1,0,0,0,0,0,0,0
I237671,C279326,Female,45,Clothing,30,Debit Card,8/1/2023,Forum Istanbul,1,0,0,0,1,0,0,0
I142468,C259929,Female,29,Food & Beverage,20,Credit Card,22/03/2022,Metrocity,0,0,0,0,0,0,0,0
I223205,C189330,Male,30,Technology,50,Credit Card,28/11/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I264508,C204609,Male,46,Books,15,Cash,11/2/2022,Mall of Istanbul,0,0,0,0,1,0,0,0
I210650,C263282,Female,24,Food & Beverage,20,Credit Card,11/2/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I186443,C505710,Female,54,Clothing,30,Debit Card,15/03/2022,Kanyon,1,0,0,0,1,0,0,0
I771921,C146493,Female,63,Food & Beverage,20,Credit Card,8/2/2022,Kanyon,0,0,0,0,0,0,0,0
I334994,C218136,Female,19,Toys,25,Credit Card,23/02/2023,Istinye Park,0,0,0,0,0,1,0,0
I517258,C250863,Male,46,Clothing,30,Cash,12/5/2022,Metropol AVM,1,0,1,0,0,0,0,0
I302355,C144169,Male,67,Shoes,60,Credit Card,1/11/2021,Istinye Park,0,1,0,0,0,0,0,0
I234812,C154575,Female,19,Toys,25,Credit Card,5/4/2021,Kanyon,0,0,0,0,0,1,0,0
I321706,C195302,Female,67,Books,15,Cash,22/01/2021,Forum Istanbul,0,0,0,0,0,0,0,0
I324853,C188497,Female,47,Clothing,30,Credit Card,25/09/2022,Istinye Park,1,0,0,0,0,0,0,0
I281903,C188658,Female,48,Toys,25,Debit Card,16/02/2022,Kanyon,0,0,0,0,0,1,0,0
I831834,C211185,Female,58,Toys,25,Cash,25/11/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I765914,C250256,Male,65,Clothing,30,Credit Card,3/9/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I152944,C910436,Male,57,Cosmetics,35,Cash,11/5/2022,Metrocity,0,0,1,1,1,0,0,0
I335339,C154982,Female,45,Food & Beverage,20,Cash,25/05/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I333966,C365857,Male,36,Clothing,30,Credit Card,14/11/2022,Viaport Outlet,1,0,0,0,0,0,0,0
I261543,C153795,Female,40,Toys,25,Credit Card,7/9/2021,Istinye Park,0,0,0,0,0,1,0,0
I142134,C393686,Female,44,Cosmetics,35,Credit Card,3/1/2022,Istinye Park,0,0,0,1,0,0,0,0
I187459,C238097,Female,40,Books,15,Cash,7/2/2022,Metrocity,0,0,0,0,0,0,0,0
I281349,C202511,Male,42,Technology,50,Cash,19/04/2021,Metropol AVM,0,0,0,0,0,0,0,1
I327173,C149528,Female,39,Cosmetics,35,Cash,23/01/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I812173,C193996,Female,22,Toys,25,Credit Card,8/5/2021,Cevahir AVM,0,0,0,0,1,1,0,0
I127982,C254460,Female,19,Food & Beverage,20,Credit Card,28/04/2021,Metrocity,0,0,0,0,0,0,0,0
I816678,C223000,Male,24,Shoes,60,Cash,4/11/2022,Kanyon,0,1,1,0,0,0,0,0
I210509,C278438,Female,28,Clothing,30,Credit Card,12/7/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I433335,C820440,Female,36,Shoes,60,Cash,5/6/2021,Forum Istanbul,0,1,0,0,1,0,0,0
I263686,C213611,Male,39,Food & Beverage,20,Cash,1/8/2021,Viaport Outlet,0,0,0,0,1,0,0,0
I928630,C258095,Male,34,Food & Beverage,20,Cash,15/12/2021,Cevahir AVM,0,0,0,0,0,0,0,0
I277150,C128659,Male,31,Clothing,30,Cash,8/3/2022,Metrocity,1,0,0,0,0,0,0,0
I310687,C574478,Female,58,Cosmetics,35,Debit Card,13/11/2021,Metrocity,0,0,0,1,0,0,0,0
I220787,C158701,Female,23,Clothing,30,Cash,9/2/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I150731,C300587,Female,31,Food & Beverage,20,Credit Card,8/9/2021,Kanyon,0,0,0,0,0,0,0,0
I328941,C221578,Male,28,Clothing,30,Cash,14/10/2021,Metrocity,1,0,0,0,1,0,0,0
I178585,C841966,Female,32,Food & Beverage,20,Cash,10/4/2021,Kanyon,0,0,0,0,0,0,0,0
I914792,C283913,Female,26,Cosmetics,35,Credit Card,12/1/2023,Metropol AVM,0,0,0,1,0,0,0,0
I272319,C992343,Female,29,Cosmetics,35,Credit Card,2/3/2023,Cevahir AVM,0,0,0,1,0,0,0,0
